Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Barsaat,0112459,1995,Action,Romance,NA,Hindi,Bobby Deol,Twinkle Khanna,Raj Babbar,Bijon Das Gupta,NA,NA,"Badal comes from a rural village to take an enrollment into a college in the city. He meets his fellow collegian, Tina Oberoi and both gets acquainted with each other and after a few misgivings both fall in love with each other; only to learn that Tina's wealthy father, Dinesh Oberoi is against this relationship. Dinesh attempt to malign Badal's reputation by accusing him of raping a female but Tina testify in favor of Badal. Dinesh then make an attempt to bribe Badal with money but Badal refuses and continues to meet with Tina. When things goes out of hand Dinesh decides to hire a corrupt Assistant Commissioner of Police Neghi to kill Badal. Neghi then decides that he will go to any length to complete the task assign to him.",5.4,1230,https://www.imdb.com/title/tt0112459/
Woh 7 Din,0086597,1983,Drama,Romance,NA,Hindi,Anil Kapoor,Padmini Kolhapure,Naseeruddin Shah,Gappa Chakravorty,NA,NA,"Maya, coming from poor family, is married to the affluent Dr. Anand; but she tries to commit suicide on the nuptial night. She tells Anand that she was in love with Prem whose ambition was to be a music director. He too was in love with her but thought she would not be happy as his wife. Anand tells Maya that he had married her only for his mother who was on her death bed. When the mother dies Anand wants to unite Prem and Maya but Prem says it is against Hindu culture and disappears from their life.",7.6,1169,https://www.imdb.com/title/tt0086597/
Silent Waters,0357283,2003,Drama,NA,NA,Punjabi,Kirron Kher,Arshad Mahmood,Salman Shahid,Khalid Gill,Ishtiak,Ayub Khan,"Set in 1979 Pakistan, General Zia-ul-Haq has imposed martial law and, within a few months, the country is decreed a Muslim state. Aicha, a well-adjusted woman in her forties, devotes her life to the education of her eighteen-year-old son Salim, in the little village of Charkhi, in the Pakistani Penjab. Salim is a quiet dreamer, but the fast moving political situation fills Aicha with anxiety, since her son is changing out of all recognition.",7.5,1126,https://www.imdb.com/title/tt0357283/
Chor Machaaye Shor,0331216,2002,Action,Comedy,Crime,Hindi,Bobby Deol,Om Puri,Paresh Rawal,R. Verman Shetty,NA,NA,"Just before his arrest, Shyam manages to hide a diamond at a nearby construction site, intending to retrieve it as soon as he gets out of prison. When he's released two years later, he's horrified to discover that the building site is now police headquarters, with his stolen gem forming part of the foundation. Shyam decides to create and play the role of Inspector Ram and soon becomes the favourite of ACP Ranbir Singh (Paresh Rawal) at the police station. But life is not that easy for the impostor, who quickly comes to the attention of the ever-suspicious Inspector Pande (Om Puri). Amidst all this mayhem Ram actually finds time to romance Inspector Ranjita (Bipasha Basu). But he also plays the character of Shyam with Ranbir's daughter Komal (Shilpa Shetty). Soon they become lovers. Whilst Ram/Shyam is busy with his hectic love life, other criminals, Tito (Ashish Vidhyarthi) and Tony (Rajat Bedi), are searching for the diamond.",4.2,1152,https://www.imdb.com/title/tt0331216/
Sorry Bhai!,1327833,2008,Comedy,Drama,Romance,Hindi,Shabana Azmi,Boman Irani,Sanjay Suri,Alhad Ashok Satam,NA,NA,"Siddharth Mathur (Sharman Joshi), a shy young scientist, travels to Mauritius for his elder brother Harsh's (Sanjay Suri) wedding. Accompanying him is his mother Gayatri (Shabana Azmi), a reluctant traveler since she is angry at Harsh for deciding to get married without consulting them. Also traveling is Siddharth's cheery father Navin (Boman Irani), whose sole entertainment is pulling Gayatri's leg. Harsh, per-occupied with work, can spend little time with his family and it is left to his fiancée Aaliyah (Chitrangada Singh) to show them around Mauritius before the wedding. However, Ma's anger at Harsh ensures that she takes an instant dislike for Aaliyah, and it is Aaliyah and Siddharth who end up spending loads of time together. This, added to the fact that Aaliyah feels neglected by the career-obsessed Harsh, leads to them being irresistibly drawn to each other. A horrified Siddharth battles this attraction desperately, but Aaliyah has fallen madly in love and pursues him with single-minded determination. When Siddharth's defenses start crumbling and Ma starts getting suspicious, all hell breaks loose in the Mathur family.",6.2,1034,https://www.imdb.com/title/tt1327833/
Laadla,0187227,1994,Drama,Family,NA,Hindi,Anil Kapoor,Sridevi,Raveena Tandon,NA,NA,NA,"Laadla (The Beloved Son) is the story of Raju (Anil Kapoor) who lives with his disabled mom (Farida Jalal). One day Raju on his way to a job interview saves the life of a rich textile mill owner (Anupam Kher) who offers him a job in his factory which is run by his ambitious daughter Sheetal (SriDevi). Sheetal's competitive attitude and open insults result in her making several enemies in her industry. Raju works as a mechanic in the mill and confronts Sheetal several times to get the workers proper treatment. Raju's fairness for workers result in him being elected as the union leader. Raju meets Kajol (Raveena Tandon), who also works in the textile mill, and they fall in love. Raju saves Sheetal's life during an attempt by a competing textile mill owner (Prem Chopra) to eliminate her. Sheetal wants to win over Raju and makes an offer to marry him. When Raju turns her down she forces his mom to agree to the marriage. Raju accepts his mom's wishes and decides to sacrifice his love for Kajol. Sheetal expects Raju to move in with her after their marriage and live in luxury, but Raju refuses and continues to work in the mill. Tension arises between Raju and Sheetal, when she fires Kajol out of jealousy. Also labor issues cause the workers to go on strike. The competing mill owner plans to take advantage of the situation and hires hoods to set the mill on fire. Raju in his attempt to stop the fire is mistakenly arrested. Raju's mom goes to Sheetal's house to clear matters but is insulted and told to leave. The bad guys kidnap Sheetal. Will Raju be able to save Sheetal Will Sheetal find out the truth.",5.8,1192,https://www.imdb.com/title/tt0187227/
Aksar,0476729,2006,Drama,Romance,Thriller,Hindi,Emraan Hashmi,Udita Goswami,Dino Morea,NA,NA,NA,"Rajveer Singh is of East Indian origin and lives a very wealthy lifestyle in London, England along with his wife, former Indian model, Sheena. He finds her devoted but a little bit too possessive, and since they have signed a prenuptial agreement, he cannot divorce her. When Ricky comes to London for a photo shoot, he pays him Thirty Lakh rupees to seduce Sheena, Ricky agrees to do that as he is in debt. For this purpose Ricky is permitted to live in the Singh's mansion. At first Sheena shows hatred for Ricky, as he had ditched her friend, Nisha, but she subsequently succumbs to Ricky's charm. Rajveer then has a change of heart and finds he still loves Sheena, so he decides to pay Ricky Fifty Lakh rupees - this time to leave them - but Ricky refuses. Rajveer makes it up to Sheena by celebrating her birthday lavishly. It is on the night of the birthday that Ricky will be murdered, and this case will be assigned to Chief Investigating Officer Steve Bakshi - who has two suspects - Rajveer himself and the second one being none other than Sheena. Watch what happens when Steve decides to arrest Sheena for Ricky's murder.",4.8,1192,https://www.imdb.com/title/tt0476729/
The Last Lear,1039969,2007,Drama,NA,NA,English,Amitabh Bachchan,Preity Zinta,Arjun Rampal,Sushanta Paul,NA,NA,"Film-maker Siddharth Kumar is receiving guests at his premiere 'The Mask' which stars Harish Mishra, Shabnam, amongst others. He finds out that Shabnam is not attending and is not available. The reason why she cannot attend is that she has gone to visit the ailing main actor of this movie, Harish, who was injured while filming. She sits with his mistress, Vandana, and Nurse Ivy, and recount Harish's life; his meeting with Journalist, Gautam, and subsequently Siddharth himself; the installation of a camera to view people walking on the street as well as males who urinate on the walls. As they await to hear the initial reviews of the film both Shabnam and Ivy must also deal with personal issues involving their respective spouses.",7.0,1090,https://www.imdb.com/title/tt1039969/
Wajah Tum Ho,5638474,2016,Drama,Mystery,Romance,Hindi,Sharman Joshi,Sana Khaan,Gurmeet Choudhary,Rajesh Choudhary,Munir Hossain,NA,"A TV channel owned by Rahul Oberoi is hacked and the murder of police officer Ramesh Sarnaik is broadcast live. Rahul is interrogated by inspector Kabir Deshmukh of Mumbai police and defended by his lawyer Sia whose boyfriend Ranveer is the prosecution lawyer. During the investigation, police find Karan Parekh, Rahul's old business partner, to be the suspect but before they could get hold of him Karan's murder is also telecast live on the same channel. Kabir now has to find a link which joins Rahul, Karan and Sarnaik which is leading to the murders.",4.4,1188,https://www.imdb.com/title/tt5638474/
Haathi Mere Saathi,0272118,1971,Drama,Family,Musical,Hindi,Rajesh Khanna,Tanuja,David Abraham,T. Neelakantan,Jayarama Reddy,P. Venkatrao,"Orphaned Raju, in the company of four elephants, has to perform with them at street corners, in order to keep alive. Slowly he amasses a fortune, and is able to build his own private zoo, housing tigers, lions, bears, and of course the four elephants. He treats all the animals as his friends. He meets with Tanu, and both fall in love. Tanu's dad, Ratanlal, is opposed to this alliance, but subsequently relents, and permits the young couple to get married. Tanu is unhappy with the amount of time Raju spends with his animal friends, and this causes some bitterness between them. Things do not improve when a child is born, as Tanu fears that one day the child will be harmed by one of the animals, and hence Raju is told to make a choice between his animal friends or his wife and son.",6.9,1180,https://www.imdb.com/title/tt0272118/
Mirch Masala,0089599,1986,Drama,Thriller,NA,Hindi,Smita Patil,Naseeruddin Shah,Om Puri,NA,NA,NA,"In colonial India, subedars (tax collectors) went from village to village with soldiers, often demanding more than taxes. A subedar commands Sonbai, a beautiful and confident woman whose husband is away in the city, to sleep with him. She slaps him and flees for safety to a spice factory where women grind chillies into fine powder. The aged factory guard, Abu Mian, locks the door behind her, refusing to open it to the soldiers, to the cowardly village men led by the mayor, and to the subedar himself. The town's teacher, who follows Gandhi, and a few women, led by the mayor's wife, protest ineffectually against this village-approved rape. The stage is set for a final confrontation.",7.7,1296,https://www.imdb.com/title/tt0089599/
