Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
The Stoneman Murders,1183946,2009.0,Crime,Drama,Mystery,Hindi,Kay Kay Menon,Arbaaz Khan,Rukhsar Rehman,Sunil Gujar,Ramakant Kanojia,Dhananjay Thorat,"After the sudden death of a suspect in custody, Sub-Inspector Sanjay Shellar from Bombay's Special Crime Unit gets suspended. Shortly thereafter the police come across a recently deceased corpse of a homeless person, treat it as a random killing and close the file. But when more pavement dwellers are killed only between the hours of 10 PM and 4 AM in the Sion - Matunga Harbor Line area on Tuesdays and Saturdays, they review their decision and conclude this to be the work of a serial killer. Sanjay approaches A.I.G. Satam and pleads with him to handle this incident but is told that he cannot do so as he has been fired. When he insists, Satam asks him to do this on his own, and if successful, he will approach Mantralaya and have him reinstated. A grateful Sanjay commences his investigation - not aware that soon he will himself become a suspect after police come across evidence linking him to these killings.",7.4,2973.0,https://www.imdb.com/title/tt1183946/
Luck,1242782,2009.0,Action,Adventure,Drama,Hindi,Mithun Chakraborty,Sanjay Dutt,Imran Khan,Swapnil Bhalerao,Gautam Jadhav,Tajamul Shaikh,"Born lucky, Karim Moussa takes to exploiting it instead of focusing on studies. Now a wealthy gambler, he decides to recruit about a dozen lucky people to participate in a deadly game of survival. His agent, Lakhaan Tamaang, recruits Ram Mehra - whose father killed himself after losing 25 Crores - and is about to lose everything he and his mom own, and may end up being arrested for robbing an ATM machine; Major Jabbar Pratap Singh - who needs money for his wife's treatment; a camel jockey, Shortcut, sold by her parents for Rs.15000/-, who wants to make it big in life; a returning player, Ayesha, who had already participated, and is back for more; a psychotic serial killer, Raghav Raghuvaran, who miraculously escaped the death penalty. All of the above, including others from different countries, must compete, kill each other, with the survivor netting 20 Crores Rupees in just 20 days.",4.9,2587.0,https://www.imdb.com/title/tt1242782/
Bewafaa,363472,2005.0,Drama,Romance,,Hindi,Anil Kapoor,Akshay Kumar,Kareena Kapoor,,,,"Anjali, living in Canada with her parents, hides her relationship to the musician Raja from her parents. When her sister dies during the birth of twins, she abandons her love, marries the widower Aditya and moves to New Delhi to become the new mother of her sister's children. Three years later, when Raja visits Delhi on his concert tour their love inflames again.",4.4,2447.0,https://www.imdb.com/title/tt0363472/
Murder 3,2429640,2013.0,Drama,Mystery,Thriller,Hindi,Randeep Hooda,Aditi Rao Hydari,Sara Loren,Krishna Swain,,,"A hot-shot fashion and wildlife photographer Vikram gets into a relationship with Nisha. She moves in with him in his palatial house outside of the city. The old world house, made decades ago is as beautiful as it is scary. It holds many secrets which Nisha is soon to unearth; of the life of the man who made it and of Vikram, who is dealing with the mysterious disappearance of his former girlfriend Roshni.",4.9,2490.0,https://www.imdb.com/title/tt2429640/
Kalyug,499041,2005.0,Action,Crime,Drama,Hindi,Kunal Khemu,Deepal Shaw,Smiley Suri,Chanchal Bisht,Raju Jadhav,Jeetu,"The film deals with a newly married couple caught on camera at a hotel during their honeymoon. The video is released on the Internet and the bride ultimately commits suicide. The husband, in pursuit of revenge, delves into the world of underground pornography, eventually traveling to Amsterdam and Switzerland to seek out the criminals of the underground pornography industry that profited from the film.",6.5,2655.0,https://www.imdb.com/title/tt0499041/
Hero No. 1,119285,1997.0,Comedy,Drama,Musical,Hindi,Govinda,Karisma Kapoor,Kader Khan,Prakash Shetty,,,"Two young Indians, Meena and Rajesh, meet in Europe and fall in love with each other, promising to get married when they return back to India. When they return home, Rajesh tells his dad about Meena, and they go to meet with Meena's dad. During this meeting, both fathers get into an argument, and refuse to permit the young couple to get married. No amount of persuasion gets them to change their minds. Then Rajesh, with Meena's help, decides to work as a servant in Meena's household - with a view of winning over her father, and thus finding a solution to their wedding problems. Will Rajesh succeed in fooling Meena's shrewd father?",6.2,2816.0,https://www.imdb.com/title/tt0119285/
Bank Chor,3611266,2017.0,Action,Comedy,Crime,Hindi,Riteish Deshmukh,Vivek Oberoi,Rhea Chakraborty,Niyati Bane,Madhur Madhavan,,"Introducing the worst Bank Chor EVER: Champak Chandrakant Chiplunkar, a simple Marathi manoos played by Riteish Deshmukh who picks the worst day possible to rob a bank. To make matters worse, he recruits 2 idiots from Delhi who've never even picked a pocket in their lives. Now top that off with the craziest bunch of hostages including a high-strung housewife, a hyper chef, a possibly undercover cop - and Baba Sehgal. How could it be worse, right? Wrong. Enter tough as nails supercop, CBI officer Amjad Khan played by Vivek Anand Oberoi, who shoots first and interrogates later. And a mad media circus outside led by fashion journo turned crime reporter Gayatri Ganguly aka Gaga played by Rhea Chakraborty. And you know the Bankchors are up for the worst day of their lives. Yet. The film promises to be a crazy roller-coaster ride with thrills, chills and certainly lots of spills.",5.9,2683.0,https://www.imdb.com/title/tt3611266/
When One Falls in Love,182251,1998.0,Comedy,Drama,Romance,Hindi,Salman Khan,Twinkle Khanna,Johnny Lever,Ram Dhani,Mohammed Kasim,,"After the death of his parents Suraj Dhanrajgir is left in the care of his grandfather, Dadaji. Dadaji entrusts the task of his upbringing to Mahesh but unfortunately Suraj goes out of hand and gets accustom having his way with women and alcohol. When Dadaji learns of this he is apprehensive of the way Suraj treats women and he is instructed to abstain from this behavior. Suraj meets Komal Sinha and falls in love with her but Komal will have nothing to do with him due to his errant way of treating women. Then Suraj fakes his identity and is able to attain the love of Komal but when she finds out his identity she once again leave him forcing Dadaji to convince her. Unfortunately for Suraj a child suddenly shows up claiming that Suraj is his father which throws he and Kajal's life back to square one.",5.8,2663.0,https://www.imdb.com/title/tt0182251/
Laaga Chunari Mein Daag: Journey of a Woman,985636,2007.0,Drama,Family,Romance,Hindi,Rani Mukerji,Jaya Bachchan,Konkona Sen Sharma,Braj Bhushan,,,When a small town girl Badki (Rani Mukerji) from Banaras lands in the big bad city of Mumbai to earn an honest living for her family back home - things don't go exactly as she hoped. When her kid sister Chutki (Konkona Sen Sharma) comes face to face and her double life is revealed the 2 sisters are in a confrontation that none of them expected or would have dreamt of in their wildest dreams - the whole family is thrown in to a tumultuous storm. Everything threatens to explode in their faces leaving a trail of destruction.,5.4,2401.0,https://www.imdb.com/title/tt0985636/
Our Goal 2019,10073874,2019.0,Action,Adventure,Comedy,Japanese,So Okuno,Gaku Oshida,Shieri Ohata,,,,,6.6,5.0,https://www.imdb.com/title/tt10073874/
Love Story 2050,490170,2008.0,Action,Adventure,Drama,Hindi,Harman Baweja,Priyanka Chopra Jonas,Boman Irani,Udai Prakash Singh,,,"Tells the story about Karan, a young, spirited, sporty boy who lives life off the rules and Sana, a young petite, shy girl who lives life by the rules. This develops into a magical love story. Karan's uncle, Dr. Yatinder Khanna's much developed time machine finally works. Sana expresses her wish to travel ahead in time to Mumbai in the future. We land in Mumbai 2050 in the time machine... along with Uncle Yatinder, Rahul and Thea (Sana's younger brother and sister). Flying cars, 200 storey buildings, robots and sky rails have changed the very face of Mumbai. Through a series of twists and turns, the time traveler Karan finds himself separating from his love. QT, a friendly femme robot and Boo, a small robotic teddy bear play their distinct roles in bringing their love story together but soon find themselves under the threat of the demi-god of the future, Dr. Hoshi. Will Karan be able to overcome the threat of Dr. Hoshi and win his love and travel back in time?",2.6,2404.0,https://www.imdb.com/title/tt0490170/
Deewana Mastana,118957,1997.0,Comedy,Romance,,Hindi,Anil Kapoor,Govinda,Juhi Chawla,Menon Mohd. Yusuf,,,"Raja is a minor league crook who sells railway tickets on the black market at Amirpur station. Tired of his job he looks for new ways to make a quick buck. One day, along with his friend Ghafoor and a police inspector, he robs Rs 2.5 million from the railway treasury. Later, Raja and Ghafoor bump off the inspector and run away with the loot to Bombay. At Bombay airport, Raja sets eyes on Dr Neha and promptly falls in love with the psychiatrist, for that's what she is. Raja and Ghafoor quickly find out where she lives. Ghafoor pretends to be a psychiatric patient while Raja takes on the name Raj Kumar and befriends her, telling her he has just returned from the US. However, Ghafoor cautions Raja not to hurry and be patient in matters of love. The trouble begins when Bunnu, the son of a wealthy businessman, is sent to Neha for treatment. He is really crazy, and terrified of fire, heights, running and water. Soon, he too falls for Neha and discovers he has a rival in Raja. Suddenly, Neha has to leave for Ooty with her father to attend her uncle's wedding. She does not leave behind a forwarding address. However, both Raja and Bunnu impersonate policemen and intimidate her secretary into revealing where she's vamoosed. Dr Neha is thrilled to see them in Ooty, but is drawn closer to the ill Bunnu rather than Raja. Things take an ugly turn when Ghafoor tires to kill Bunnu, who escapes. Bunnu contacts contract killer Pappu Pager to bump off Raja. However, that plan too comes a cropper. Armed with a gold ring and garland, Neha calls Bunnu and Raja to court, ostensibly with the purpose of marriage. Both are surprised to see the other there.",6.7,2563.0,https://www.imdb.com/title/tt0118957/
Coolie No. 1,101616,1995.0,Action,Comedy,Romance,Hindi,Govinda,Karisma Kapoor,Harish,Prakash Shetty,,,In order to avenge his insult against wealthy Hoshiarchand Choudhary; Pandit Shaadiram Gharjodhe asks Raju; a coolie by profession to masquerade as a wealthy business tycoon so that he can get marry to Choudhary's daughter Malti. Choudhary does accept the match and the wedding of Raju and Malti are celebrated. After the wedding Raju will find that he might as well have to pretend all his life as gradually Choudhary begins to suspect him especially when he gets caught by Choudhary at the bus station working as a coolie.,6.6,5040.0,https://www.imdb.com/title/tt0101616/
Breakaway,1736552,2011.0,Comedy,Drama,Sport,English,Vinay Virmani,Camilla Belle,Russell Peters,Mary Arthurs,Celeste Koon,Tanya Lemke,"A hockey enthusiast since 12 years of age, Toronto-based Rajvinder Singh, even went to the extent of trimming his hair, discarding his Pagri/turban, did not complete his education, incurred the wrath of his father, Darvesh, who wanted him to be involved in the family business as well as confirm and respect Sikh religion principles and values. Hoping to play professional hockey, Rajvinder, along with other fellow Sikh players, instead finds himself treated as the object of ridicule, referred to as a 'joker', by mainstream Caucasian players. Even his friends tease him and ask him to take up 'Guli Danda' and Kabaddi', while his father makes him work for Uncle Sammy as a truck driver. He is attracted to stunning law student Melissa Winters while her brother, Dan, offers to coach Rajvinder and his team. Unable to get themselves included in any team, they form their own, and call it 'Speedy Singhs'. They then set about to make a name for themselves with a coach who is unable to pronounce their names, and assumes that they belong to the same family as all their last names are 'Singh'. The team, headed by Rajvinder, has an uphill task, challenging the reigning champions 'Hammerheads', while Rajvinder must counsel his school-going brother, Gurveer, who is being harassed for looking 'different', deal with family pressures - especially after Darvesh announces that his son has forsaken hockey once and for all.",5.7,2310.0,https://www.imdb.com/title/tt1736552/
Kuch Naa Kaho,369637,2003.0,Comedy,Drama,Romance,Hindi,Aishwarya Rai Bachchan,Abhishek Bachchan,Satish Shah,Goolzar Buchia,Tushar Desai,Rohinton Irani,"Raj a mere bachelor, who has no intention of marrying is being convinced by his uncle. His uncle passes on the duty to Namrata a married woman whose husband Sanjeev leave her five years ago. Namrata is responsible for finding Raj a suitable bride, while she is busy finding girls for him, he is busy along with his mischievous friend Adi straying away all the girls by making up wired plans. But Raj falls in love with the matchmaker herself. While this is happening Sanjeev, Namrata's husband return and foil all plans between Raj and Namrata.",5.4,2259.0,https://www.imdb.com/title/tt0369637/
Andaaz,346507,2003.0,Drama,Musical,Romance,Hindi,Akshay Kumar,Lara Dutta,Priyanka Chopra Jonas,,,,"Young Raj Malhotra lives with his elder brother, Rohit; his bhabi, Kiran, and a niece. After an accident fractures his leg, he is unable to walk for some time. Due to psychological reasons, he cannot walk even after the fracture heals. When the Malhotras move to Dehra Dun, Raj befriends young Kajal, as both share a common passion for airplanes. Kajal encourages Raj to walk, and succeeds. Years later the two continue to be fast friends, and everyone expects them to marry soon. Then Raj is recruited by the Indian Air Force and goes for training for a year and a half. After his training gets over, he rushes to Kajal to propose to her, only to find out that she has given her heart to multimillionaire, Karan Singhania, who owns several airplanes and choppers. Raj congratulates Kajal and Karan, but does not reveal his true feelings. Thereafter the Malhotras move to Nainital, and Raj relocates to Europe for more training. It is here that he meets gorgeous and fun-loving, Jiya, who falls in love with him, and will do anything to marry him. She even re-locates to India, and lives with the Malhotras. Raj finally gives in to Jiya's persistence and agrees to marry her. A delighted Jiya takes Raj to introduce him to her parents, and this is where Raj will find out that her parents are none other than the Singhanias - the same family that Kajal had married into, and that Jiya is Karan's sister. A stunned Raj also finds out that Karan has passed away in a helicopter accident, leaving Kajal a mental wreck. Raj nurses Kajal back to normalcy, and rekindles his love for her. This does not go unnoticed by Jiya, and she forces Kajal to consent to getting married to her friend, Monty, so that she can have Raj for herself. The question remains will Raj give up his love for Kajal and marry Jiya, or will he end up breaking Jiya's heart and not marrying either one of them?",5.3,2419.0,https://www.imdb.com/title/tt0346507/
Aap Mujhe Achche Lagne Lage,247911,2002.0,Action,Drama,Romance,Hindi,Hrithik Roshan,Ameesha Patel,Kiran Kumar,,,,"Brought up in a very tight, conservative household, Sapna Dholakia (Amisha Patel) is terrified to experience the freedom of falling in love with Rohit (Hrithik Roshan), fearing the upheaval it will cause in her family, namely her dad, Pratap Dholakia (Kiran Kumar), who has plans for Sapna to marry Rishabh Patel, the son of a friend; then there is her brother, Raman Dholakia (Mukesh Tiwari), who follows in the footsteps of his dad, and will prevent Sapna from marrying Rohit. But Rohit is determined to marry Sapna and no one else, come what may, and this is met with resistance from the Dholakia clan, who first severely beat Sapna, and then imprison her in her room; and then lure Rohit to a secluded spot and proceed to beat him within every inch of his life, and there is no one who can even dare to think to intervene and invite the wrath of the Dholakia family.",3.1,2440.0,https://www.imdb.com/title/tt0247911/
Thoda Pyaar Thoda Magic,1191138,2008.0,Comedy,Drama,Family,Hindi,Saif Ali Khan,Rani Mukerji,Rishi Kapoor,Sheena Dsouza,,,"In a rare landmark court verdict, business tycoon Ranbeer (Saif Ali Khan) is sentenced to raise the very children whose parents he killed in an accident.",4.9,2461.0,https://www.imdb.com/title/tt1191138/
Guddu,172519,1995.0,Drama,Romance,,Hindi,Deepti Naval,Mukesh Khanna,Manisha Koirala,,,,"Guddu Bahadur meets fellow collegian, Salina Gupta and both fall in love with each other. Then one day both meet in a vehicle accident resulting in Salina losing her sight; Guddu holds himself responsible for this outrage and is restricted by Salina's family not to meet with her again. Although Salina does not consider Guddu guilty she does not want to meet with him and be a burden on him. Shortly after Guddu find out that he is diagnosed with brain tumor and does not have long to live so he decides to donate his eyes to Salina after his death but this is not agreeable by Guddu's advocate father, Vikram which forces Guddu to move to court in order to ascertain his rights. Ultimately this decision not only affects his dear ones but changes lives forever.",4.2,2298.0,https://www.imdb.com/title/tt0172519/
Honeymoon Travels Pvt. Ltd.,808306,2007.0,Comedy,Drama,Romance,Hindi,Abhay Deol,Minissha Lamba,Boman Irani,Aditya Kanwar,Sharad Lad,Mayur Mulam,"Honeymoon Travels is an off-beat drama weaving together the stories of 6 couples on their honeymoons on the same tourist bus. There are old-timers Nahid & Oscar on their second marriages, reflective and forgiving of live. Then there's the Gujrati couple Hitesh and Shilpa who can't get anywhere near each other without scrabbling, the super-compatible Parsi couple Aspi and Zara, and the oddball NRI husband Bunty with his desi, fun-loving wife Madhu. An uptight and insecure Bengali man, Partho, is very much in love with his beautiful, free-spirited wife Milly. And rounding off the sextet are the Kapoors, the Punjabi couple comprising of talkative Pinky and contemplative Vicky. The film starts off with the start of the bus journey, and a couple of red herrings, like Shilpa crying her eyes out at going on the honeymoon. Then there's an opinionated bus driver, and a mysterious motor-bike rider following the bus. And while everything looks lovey-dovey in the beginning, with familiarity and time, problems crop up. How each couple deals with their own specific problems is the rest of the film.",6.1,2489.0,https://www.imdb.com/title/tt0808306/
Namak Halaal,84385,1982.0,Action,Comedy,Drama,Hindi,Waheeda Rehman,Shashi Kapoor,Amitabh Bachchan,,,,"Young Arjun (Amitabh Bachchan) is brought up by his Daddu (Om Prakash). His Daddu decides for him to go to the city in search of a new job and life. While in the city he meets up with Bhairon (Ram P. Sethi) who guides him into finding a job as a servant in a 5-star hotel owned by Raja (Shashi Kapoor). While in the hotel, Arjun meets Poonam (Smita Patil) and falls in love with her. During this time, many attempts are made to kill Raja by the one and only Girdar Singh (Satyendra Kapoor) and his son Ranjeet (Ranjeet). All these attempts are thwarted by Arjun. Will he be able to save Raja from these attacks?",7.3,2485.0,https://www.imdb.com/title/tt0084385/
Dulhe Raja,210659,1998.0,Comedy,,,Hindi,Govinda,Raveena Tandon,Kader Khan,,,,"Poor Raja opens a fast food restaurant right opposite a five star hotel run by it's owner Singhania, earning his wrath. The wealthy hotel owner uses all his influence to remove Raja, but in vain. Things get worse for the wealthy man, when his daughter Kiran wants to marry the poor hotelier. The wealthy man refuses, leading to a confrontation and a condition - which Raja fulfills, he becomes rich virtually overnight, and proposes for the hand of Kiran. The wealthy hotelier reluctantly accepts him as his son-in-law, only to have Kiran elope with a man named Rahul.",6.6,2697.0,https://www.imdb.com/title/tt0210659/
Call,218533,2000.0,Action,Drama,Romance,Hindi,Anil Kapoor,Madhuri Dixit,Namrata Shirodkar,,,,"Major Jaidev Rajvansh and his fellow officer Hussein manage to rescue a leading politician as well as capture his kidnapper, Abhrush. The terrorist has been searched for years and he is finally captured by the two officers. Jai returns to a joyous welcome, and is declared a national hero. He takes a break from the army and returns to his hometown. There he meets his childhood friend Anjali who has always harboured love for Jai. Anjali is determined to make sure she and Jai stay together 24/7. At a party, he meets Miss India, Pooja Mallapa. As they spend more time together, he begins to love her and she too begins to love him. In the mean time, Jai's parents are arranging his marriage to Anjali but when they find out about Jai's love for Pooja, they realise that they have to tell Anjali everything. Anjali, heartbroken and jealous swears revenge on Jai for rejecting her. Realising her hatred for him. Abrush takes advantage and together they plot to destroy Jai's reputation and life. Anjali manages to steal some important documents regarding Abrush's plans. The events following leads to Jai being dismissed from the army and he is declared a traitor to the country. Jai, determined to prove his innocence and redeem himself, decides to pursue Abrush alone. Will Jai find out about Anjali's betrayal?",6.8,2292.0,https://www.imdb.com/title/tt0218533/
Chashme Buddoor,82162,1981.0,Comedy,Family,Romance,Hindi,Farooq Shaikh,Deepti Naval,Saeed Jaffrey,Virendra Sharma,,,"Two womanizing slackers, Omi and Jai (Rakesh Bedi and Ravi Baswani respectively) attempt to woo the new girl in the neighbourhood, and fail - miserably. Their third room-mate, shy, and a bookworm - succeeds, much to their chargin. The two scheme up comical ideas to split the two lovebirds, so that their secrets and humiliation are not revealed.",8.0,2386.0,https://www.imdb.com/title/tt0082162/
Halla Bol,892874,2008.0,Crime,Drama,,Hindi,Ajay Devgn,Vidya Balan,Pankaj Kapur,Martand Mishra,Vishnu Nishad,Udai Prakash Singh,"Ashfaque (Ajay Devgan) is a small town boy aspiring to be a film star in the Hindi film industry. He joins a street theatre group run by a reformed dacoit Sidhu (Pankaj Kapur) who uses street theatre as a medium to bring about an awakening in the masses. Ashfaque struggles to give a creative vent to the actor in him in order to realize his dreams. Ashfaque's determined struggle pays off and he gets a break in films. He gets a new screen name - Sameer Khan. With the passage of time, the roles start becoming better and he moves up the success ladder in a very short time. Soon, he becomes Sameer Khan the superstar - one who can enact any role with finesse, get under the skin of any and every character with ease and walk away with audience applause. Sadly, amidst all adulation and applause, he slowly loses his own identity. He forgets his real self and imbibes all characteristics of the various roles essayed by him on screen. Corruption takes over his entire system, alienating him from all loved ones, including his wife Sneha (Vidya Balan). A shocking incident at a party changes everything, rocking Sameer Khan's lifestyle. He gets caught between his human self on one side and his corrupted superstar image on the other. Whether the conflict within him gives way to good sense and whether he is able to discard his corrupted image and emerge as a true life hero, becomes an integral part of this true life cinema.",6.1,2253.0,https://www.imdb.com/title/tt0892874/
Singh Saab the Great,2437954,2013.0,Action,Drama,,Hindi,Sunny Deol,Urvashi Rautela,Prakash Raj,,,,"Saranjeet Singh 'Sunny' is a simple man who loves his family and values truth above all, he also believes that good triumphs evil. Singh decides to become a collector so he can create a change and change his society filled with confusion, corruption and injustice for the better. Despite ignoring his values he looses his wife which increases his revenge and he ends up in jail. There he meets an old friend who is a jail-or and he changes Singh's mentality by promoting change not revenge. Singh starts a promotional Campaign where he spreads the idea - 'Change Is Always Better Than Revenge' and he gets the support of a crime journalist named 'Shikha' his campaign gains popularity and his message reaches people that a nation suffers not due to a bad persons intentions but due to the good persons silence. It is now the battle of Saranjeet Singh vs The corrupt system of a society.",5.6,2249.0,https://www.imdb.com/title/tt2437954/
Enero 2019,11059642,2019.0,Comedy,,,,FJ García,David Díaz,,,,,,,,https://www.imdb.com/title/tt11059642/
Bumboo,2265191,2012.0,Comedy,,,Hindi,Kavin Dave,Sharat Saxena,Sanjay Mishra,Priyanka Grover,,,"Bumboo movie is based on one simple idea. Every person meets someone, who screws it up and makes life miserable (In the 'Bambaiyya' lingo it is called as 'Vaat Lagna'). In Bumboo the movie each character screws someone or the others happiness. Each situation is humorous and ends up into comedy of errors. Bumboo is based upon ""L'emmerduer"" which is by Francis Veber.",6.0,3642.0,https://www.imdb.com/title/tt2265191/
3 Deewarein,338490,2003.0,Crime,Drama,,Hindi,Naseeruddin Shah,Jackie Shroff,Juhi Chawla,,,,"Reporter, Chandrika wants to film a documentary on the life of prisoners and thus seeks permission from Jailer, Mohan Kumar to conduct a study on three prisoners that are soon to be hang - a qualify lawyer, Jagdish Prasad alias Jaggu, guilty of knifing his unfaithful wife multiple times to death, Ishaan Mirza, a con-man, guilty of shooting a pregnant bank teller to death while Naagya causes the death of his wife by pushing her in the midst of a running vehicle.",7.8,2406.0,https://www.imdb.com/title/tt0338490/
MP3: Mera Pehla Pehla Pyaar,860454,2007.0,Comedy,Drama,Musical,Hindi,Menekka Arora,Sarthak Bhasin,Sagar Chawla,,,,"Delhi-based Rohan Sood lives a wealthy lifestyle along with his businessman dad, Shekhar, and mom, Renu. He attends St. Lawrence High School and is friendly with Vasu, Sudhir and Javed, and together the friends land in hot water virtually everyday. Then everything changes when he first sets eyes on heart-achingly beautiful new student, Ayesha Mehra, who was born in London, England, and also lives a wealthy lifestyle with her mom, Sheetal, and businessman dad. Both Rohan and Ayesha are attracted to each other and decide to go on a Karaoke date - with disastrous results as both end up in a vehicle accident. Their relationship sours with rumors of Ayesha being attracted to Shantanu and Rohan dating Simran, and both part ways. Ayesha and her mom decide to go to Paris to visit Parminder and her husband, Tony. Realizing that he now loves Ayesha, Rohan decides to travel to Paris, clear the misunderstanding, and win her over. In order to do this he misuses his dad's credit card to book an air-ticket, as well as forges school documents to show that he is attending the Math Olympiad. He does reach Paris but is unable to locate Ayesha. When he approaches the Indian Embassy, he is detained and may well be deported back home to possibly face his angry dad and school authorities.",7.0,2225.0,https://www.imdb.com/title/tt0860454/
English Babu Desi Mem,136153,1996.0,Comedy,Drama,Musical,,Shah Rukh Khan,Sonali Bendre,Rajeshwari,Mohammed Kasim,,,"Vikram Mayur, a wealthy Indian, born and raised in England, returns to his ancestral home in Mumbai, India to look up his late brother's eight-year-old son Nandu raised by his caring aunt Bijuriya in which Vikram is torn between choosing to take Nandu back to England to learn his family's business, or risk throwing it all way by staying in India to be with Bijuriya whom he slowly falls in love with.",4.7,2240.0,https://www.imdb.com/title/tt0136153/
Great Grand Masti,4675030,2016.0,Comedy,Drama,Fantasy,Hindi,Urvashi Rautela,Riteish Deshmukh,Vivek Oberoi,Ridhika Kapur,Satya Shekar,,,3.6,2473.0,https://www.imdb.com/title/tt4675030/
Tezz,1706317,2012.0,Action,Crime,Drama,Hindi,Anil Kapoor,Ajay Devgn,Mohanlal,Kshamata Sachin Gurav,Richard Hawkyard,Douglas Ingram,,3.9,2328.0,https://www.imdb.com/title/tt1706317/
Yeh Hai Jalwa,328671,2002.0,Comedy,Drama,Romance,Hindi,Rishi Kapoor,Salman Khan,Ameesha Patel,Menon Mohd. Yusuf,,,"Yeh Hai Jalwa is the story of happy-go-lucky Raju. Street-smart and worldly-wise, Raju's life takes a turn when he finds out he is the illegitimate son of seriously rich, UK-based businessman Rajesh Mittal. Raju of course sets off to London to claim his rightful place in the Mittal family and a happily-married Rajesh Mittal living with his wife Smita and daughter Rinke is rudely confront with an adult illegitimate son. While Raju is busy trying to make a place for himself in his adamant father's heart, he also finds a soulmate in Sonia, the daughter of Mittal's most trusted advisor.",4.7,2515.0,https://www.imdb.com/title/tt0328671/
Laawaris,82644,1981.0,Drama,Action,Musical,Hindi,Amitabh Bachchan,Zeenat Aman,Rakhee Gulzar,,,,"Left in the care of an alcoholic Gangu Ganpat (Shreeram Lagoo), young Heera, who named himself after a stray dog, wrestles with life in his young age. Years later, now a young man (Amitabh Bachchan), he works for Mahendar Singh (Ranjeet) and is in love with Mohini (Zeenat Aman), who will not have anything to do with him due to his lack of ancestry. Heera is now determined to find out who his parents are, and the only one who can help him is the elusive, alcohol-induced and incoherent Gangu Ganpat.",7.1,2284.0,https://www.imdb.com/title/tt0082644/
Baazi,121989,1995.0,Action,Thriller,Crime,Hindi,Aamir Khan,Mamta Kulkarni,Paresh Rawal,Bharat,Nitin Kulkarni,Praful,"Inspector Amar Damjee intervenes by chance during a terrorist attempt on the Chief Minister's life after several bodyguards were killed; several terrorists were killed, one arrested, but two escaped. The Chief Minister entrusts Amar with the task of finding and arresting the rest of the gang that had done already other successful attempts against government officials. Amidst an international scandal of millions of rupees, Amar gets framed for the rape and murder of Anjali, the only daughter of Police Commissioner Mazumdar... This time, the court case is swiftly judged, Amar condemned and imprisoned. Amar knows he is innocent, and wants to clear his name, for which he must escape from prison. Even so, the high powers that have sent him to jail are now after his life. [with thanks to gavin, bbakhtiari and rajoo]",6.5,2304.0,https://www.imdb.com/title/tt0121989/
Ram Lakhan,98168,1989.0,Action,Comedy,Drama,Hindi,Rakhee Gulzar,Jackie Shroff,Anil Kapoor,,,,"Sharda (Raakhee) vows vengeance when her husband is murdered by his two evil cousins, Bhishamber (Amrish Puri) and Bhanu (Paresh Rawal), and she and her two young sons are thrown out on the street. Those sons grow into the upstanding police officer Ram (Jackie Schroff) and the easily tempted dreamer Lakhan (Anil Kapoor). If the family is to be avenged, Ram will have to lead his brother away from the path of corruption he's strayed onto, and protect him from the influence of Bhanu and Bhishamber.",6.8,2485.0,https://www.imdb.com/title/tt0098168/
(2001),915768,2001.0,Comedy,Romance,,,Cazzey Louis Cereghino,Curt Clendenin,Steve Czarnecki,,,,,,,https://www.imdb.com/title/tt0915768/
Jodi No. 1,278522,2001.0,Comedy,Romance,,Hindi,Sanjay Dutt,Govinda,Twinkle Khanna,Naresh Khilochia,Pintoo Sharma,,"Rai Bahadur lives a wealthy lifestyle in Panjim, Goa, along with three brothers, Raman, Kamal, and Ashok along with their respective wives and children. He also has a sister, Shanno, and a daughter, Rinki, who is of marriageable age. Since his business is not doing too well, he asks his US-based friend, Ranjit, for assistance. In response, Ranjit sends his son, Vikramjit, to assist Rai. Vikramjit arrives at the Rai household along with his Secretary and close friend, Veeru, and soon both get involved in assisting the Rai business get back on it's feet. What Rai does not know is that Vikramjit & Veeru are not who they claim to be, but are actually Jai and Veeru, wanted by the Bombay Police and are on India's Most Wanted Criminals. Watch what happens when their photos are telecast on National TV, and the impact this has on the entire Rai clan.",5.8,2358.0,https://www.imdb.com/title/tt0278522/
Kaalakaandi,6102396,2018.0,Comedy,Thriller,,Hindi,Saif Ali Khan,Asif Basra,Neil Bhoopalam,Deepak Kumar,,,"Unfolding through a course of a night in Mumbai, Kaalakaandi showcases three parallel tracks -- a man who discovers he has terminal illness decides to let go of his principles and live a little; a woman involved in a hit-and-run seeks redemption and two goons must decide if they can trust each other.",6.3,2696.0,https://www.imdb.com/title/tt6102396/
